SERIE,GENERO,RANGO_EDAD,RANGO_SALARIAL,CATEGORIA,SEGMENTO_GRUPO_FAMILIAR,SEGMENTO_POBLACIONAL,PIRAMIDE_NUEVA,EMPRESA_FOCO,CIUDAD_AFILIADO,HOTELES,PISCILAGO,DROGUERIA,AGENCIAS,VIVIENDA
470053,M,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,ETA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
470103,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,XI,EMP_000001,TOCANCIPA,NO,NO,NO,NO,NO
470153,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,ETA,EMP_000001,,NO,NO,NO,NO,NO
470203,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,UPSILON,EMP_000001,,NO,NO,NO,NO,NO
470253,M,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,XI,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
470303,F,Mayor de 55 años,Menor al SMLV,SIGMA,LAMBDA,TAU,KAPPA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
470353,F,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,PI,ETA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
470403,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,PI,OMEGA,EMP_000001,,NO,NO,NO,NO,NO
470453,M,Mayor de 55 años,Entre 1 y 1.5 SMLV,SIGMA,EPSILON,TAU,UPSILON,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
470503,M,20 a 35 años,Entre 1.5 y 2 SMLV,SIGMA,LAMBDA,ETA,XI,EMP_000002,,NO,NO,NO,NO,NO
470553,F,36 a 45 años,Menor al SMLV,SIGMA,LAMBDA,TAU,ETA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
470603,M,36 a 45 años,Entre 8 y 10 SMLV,ZETA,LAMBDA,PI,UPSILON,EMP_000001,,NO,NO,NO,NO,NO
470653,F,36 a 45 años,Entre 1.5 y 2 SMLV,SIGMA,RHO,PI,ETA,EMP_000001,FUNZA,NO,NO,NO,NO,NO
470703,M,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,BETA,EMP_000001,,NO,NO,NO,NO,NO
470753,F,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,ETA,EMP_000001,,NO,NO,NO,NO,NO
470803,F,20 a 35 años,Entre 1.5 y 2 SMLV,PI,LAMBDA,ETA,ETA,EMP_000001,,NO,NO,NO,NO,NO
470853,F,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,ETA,EMP_000001,,NO,NO,NO,NO,NO
470903,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,UPSILON,EMP_000001,,NO,NO,NO,NO,NO
470953,M,20 a 35 años,Entre 1.5 y 2 SMLV,PI,LAMBDA,ETA,ETA,EMP_000001,,NO,NO,NO,NO,NO
471003,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,ETA,EMP_000001,,NO,NO,NO,NO,NO
471053,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,ETA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
471103,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,EPSILON,PI,ETA,EMP_000001,,NO,NO,NO,NO,NO
471153,F,36 a 45 años,Entre 10 y 20 SMLV,ZETA,LAMBDA,PI,XI,EMP_000002,,NO,NO,NO,NO,NO
471203,M,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,THETA,ETA,OMICRON,EMP_000001,,NO,NO,NO,NO,NO
471253,F,46 a 55 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,ETA,EMP_000001,,NO,NO,NO,NO,NO
471303,M,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,ETA,EMP_000001,,NO,NO,NO,NO,NO
471353,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,XI,EMP_000001,,NO,NO,NO,NO,NO
471403,F,Mayor de 55 años,Menor al SMLV,SIGMA,IOTA,TAU,KAPPA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
471453,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,ETA,EMP_000001,,NO,NO,NO,NO,NO
471503,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,UPSILON,EMP_000001,,NO,NO,NO,NO,NO
471553,M,Menor de 19 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,ETA,EMP_000001,,NO,NO,NO,NO,NO
471603,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,XI,EMP_000002,,NO,NO,NO,NO,NO
471653,F,Mayor de 55 años,Entre 4 y 6 SMLV,ZETA,IOTA,PI,XI,EMP_000002,,NO,NO,NO,NO,NO
471703,M,20 a 35 años,Entre 2.5 y 3 SMLV,PI,LAMBDA,ETA,UPSILON,EMP_000001,LA MESA,NO,NO,NO,NO,NO
471753,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,ETA,EMP_000001,,NO,NO,NO,NO,NO
471803,F,Menor de 19 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,XI,EMP_000002,,NO,NO,NO,NO,NO
471853,F,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,PI,ETA,EMP_000001,,NO,NO,NO,NO,NO
471903,M,36 a 45 años,Entre 1.5 y 2 SMLV,SIGMA,EPSILON,PI,UPSILON,EMP_000001,,NO,NO,NO,NO,NO
471953,F,46 a 55 años,Menor al SMLV,SIGMA,LAMBDA,TAU,ETA,EMP_000001,,NO,NO,NO,NO,NO
472003,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,ETA,EMP_000001,,NO,NO,NO,NO,NO
472053,M,20 a 35 años,Entre 1.5 y 2 SMLV,SIGMA,LAMBDA,ETA,OMEGA,EMP_000001,,NO,NO,NO,NO,NO
472103,M,36 a 45 años,Menor al SMLV,SIGMA,LAMBDA,TAU,ETA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
472153,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,BETA,EMP_000001,,NO,NO,NO,NO,NO
472203,M,20 a 35 años,Menor al SMLV,SIGMA,LAMBDA,TAU,ETA,EMP_000001,,NO,NO,NO,NO,NO
472253,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,ETA,EMP_000001,,NO,NO,NO,NO,NO
472303,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,ETA,EMP_000001,,NO,NO,NO,NO,NO
472353,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,XI,EMP_000002,BOGOTA D.C.,NO,NO,NO,NO,NO
472403,M,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,ETA,EMP_000001,,NO,NO,NO,NO,NO
472453,M,46 a 55 años,Entre 1 y 1.5 SMLV,SIGMA,EPSILON,TAU,UPSILON,EMP_000001,,NO,NO,NO,NO,NO
472503,F,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,ETA,EMP_000001,MADRID,NO,NO,NO,NO,NO
472553,M,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,EPSILON,TAU,ETA,EMP_000001,MADRID,NO,NO,NO,NO,NO
472603,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,ETA,EMP_000001,,NO,NO,NO,NO,NO
472653,F,46 a 55 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,ETA,EMP_000001,,NO,NO,NO,NO,NO
472703,F,36 a 45 años,Entre 4 y 6 SMLV,ZETA,RHO,PI,XI,EMP_000002,GACHANCIPA,NO,NO,NO,NO,NO
472753,F,46 a 55 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,UPSILON,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
472803,F,20 a 35 años,Entre 2 y 2.5 SMLV,PI,LAMBDA,ETA,ETA,EMP_000001,,NO,NO,NO,NO,NO
472853,M,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,DELTA,EMP_000001,,NO,NO,NO,NO,NO
472903,M,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,UPSILON,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
472953,M,Mayor de 55 años,Entre 3 y 4 SMLV,PI,LAMBDA,PI,ETA,EMP_000001,,NO,NO,NO,NO,NO
473003,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,UPSILON,EMP_000001,,NO,NO,NO,NO,NO
473053,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,XI,EMP_000002,BOGOTA D.C.,NO,NO,NO,NO,NO
473103,F,Mayor de 55 años,Menor al SMLV,SIGMA,IOTA,TAU,KAPPA,EMP_000001,,NO,NO,NO,NO,NO
473153,M,46 a 55 años,Menor al SMLV,SIGMA,EPSILON,TAU,ETA,EMP_000001,,NO,NO,NO,NO,NO
473203,M,20 a 35 años,Menor al SMLV,SIGMA,LAMBDA,TAU,OMEGA,EMP_000001,,NO,NO,NO,NO,NO
473253,M,46 a 55 años,Entre 1 y 1.5 SMLV,SIGMA,IOTA,TAU,ETA,EMP_000001,,NO,NO,NO,NO,NO
473303,M,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,PI,UPSILON,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
473353,M,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,XI,EMP_000001,,NO,NO,NO,NO,NO
473403,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,UPSILON,EMP_000001,,NO,NO,NO,NO,NO
473453,M,Mayor de 55 años,Entre 1.5 y 2 SMLV,SIGMA,IOTA,PI,ETA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
473503,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,ETA,EMP_000001,,NO,NO,NO,NO,NO
473553,M,20 a 35 años,Entre 8 y 10 SMLV,ZETA,LAMBDA,ETA,XI,EMP_000002,,NO,NO,NO,NO,NO
473603,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,CHI,TAU,UPSILON,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
473653,M,20 a 35 años,Entre 6 y 8 SMLV,ZETA,LAMBDA,ETA,UPSILON,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
473703,M,46 a 55 años,Entre 1 y 1.5 SMLV,SIGMA,EPSILON,TAU,XI,EMP_000002,ARBELAEZ,NO,NO,NO,NO,NO
473753,F,36 a 45 años,Menor al SMLV,SIGMA,THETA,TAU,ETA,EMP_000001,,NO,NO,NO,NO,NO
473803,F,36 a 45 años,Entre 1 y 1.5 SMLV,PI,RHO,PI,XI,EMP_000002,BOGOTA D.C.,NO,NO,NO,NO,NO
473853,M,Mayor de 55 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,PI,KAPPA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
473903,M,46 a 55 años,Menor al SMLV,SIGMA,LAMBDA,TAU,ETA,EMP_000001,,NO,NO,NO,NO,NO
473953,M,36 a 45 años,Entre 4 y 6 SMLV,ZETA,CHI,PI,XI,EMP_000002,BOGOTA D.C.,NO,NO,NO,NO,NO
474003,F,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,UPSILON,EMP_000002,BOGOTA D.C.,NO,NO,NO,NO,NO
474053,F,36 a 45 años,Entre 1.5 y 2 SMLV,SIGMA,LAMBDA,ETA,XI,EMP_000002,,NO,NO,NO,NO,NO
474103,M,20 a 35 años,Menor al SMLV,SIGMA,EPSILON,TAU,ETA,EMP_000001,,NO,NO,NO,NO,NO
474153,M,46 a 55 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,ETA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
474203,M,46 a 55 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,XI,EMP_000002,BOGOTA D.C.,NO,NO,NO,NO,NO
474253,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,ETA,EMP_000001,BARRANQUILLA,NO,NO,NO,NO,NO
474303,F,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,EPSILON,TAU,ETA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
474353,M,20 a 35 años,Menor al SMLV,SIGMA,LAMBDA,TAU,ETA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
474403,F,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,ETA,EMP_000001,,NO,NO,NO,NO,NO
474453,M,36 a 45 años,Entre 10 y 20 SMLV,ZETA,LAMBDA,ETA,ETA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
474503,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,UPSILON,EMP_000002,,NO,NO,NO,NO,NO
474553,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,ETA,EMP_000001,,NO,NO,NO,NO,NO
474603,F,46 a 55 años,Entre 3 y 4 SMLV,PI,LAMBDA,PI,ETA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
474653,M,46 a 55 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,ETA,EMP_000001,,NO,NO,NO,NO,NO
474703,F,46 a 55 años,Entre 1 y 1.5 SMLV,PI,LAMBDA,PI,LAMBDA,EMP_000001,,NO,NO,NO,NO,NO
474753,F,Mayor de 55 años,Menor al SMLV,SIGMA,LAMBDA,TAU,ETA,EMP_000001,,NO,NO,NO,NO,NO
474803,F,36 a 45 años,Entre 1 y 1.5 SMLV,PI,RHO,TAU,LAMBDA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
474853,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,ETA,EMP_000001,,NO,NO,NO,NO,NO
474903,M,20 a 35 años,Entre 2 y 2.5 SMLV,PI,LAMBDA,ETA,XI,EMP_000001,,NO,NO,NO,NO,NO
474953,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,ETA,EMP_000001,,NO,NO,NO,NO,NO
475003,M,46 a 55 años,Entre 1 y 1.5 SMLV,SIGMA,EPSILON,TAU,ETA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
475053,F,Mayor de 55 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,PI,ETA,EMP_000001,,NO,NO,NO,NO,NO
475103,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,XI,EMP_000002,BOGOTA D.C.,NO,NO,NO,NO,NO
475153,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,ETA,EMP_000001,,NO,NO,NO,NO,NO
475203,F,46 a 55 años,Entre 3 y 4 SMLV,PI,LAMBDA,PI,XI,EMP_000002,FUNZA,NO,NO,NO,NO,NO
475253,M,36 a 45 años,Entre 2.5 y 3 SMLV,PI,RHO,PI,XI,EMP_000002,,NO,NO,NO,NO,NO
475303,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,BETA,EMP_000001,,NO,NO,NO,NO,NO
475353,F,20 a 35 años,Entre 1 y 1.5 SMLV,PI,LAMBDA,ETA,BETA,EMP_000001,,NO,NO,NO,NO,NO
475403,M,Menor de 19 años,Menor al SMLV,SIGMA,LAMBDA,TAU,XI,EMP_000002,,NO,NO,NO,NO,NO
475453,M,46 a 55 años,Entre 2 y 2.5 SMLV,PI,CHI,PI,UPSILON,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
475503,M,46 a 55 años,Entre 1 y 1.5 SMLV,SIGMA,EPSILON,TAU,ETA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
475553,F,20 a 35 años,Entre 2 y 2.5 SMLV,PI,LAMBDA,ETA,ETA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
475603,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,UPSILON,EMP_000001,,NO,NO,NO,NO,NO
475653,F,46 a 55 años,Entre 4 y 6 SMLV,ZETA,EPSILON,PI,DELTA,EMP_000001,,NO,NO,NO,NO,NO
475703,F,20 a 35 años,Menor al SMLV,SIGMA,LAMBDA,TAU,ETA,EMP_000001,,NO,NO,NO,NO,NO
475753,M,Menor de 19 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,ETA,EMP_000001,,NO,NO,NO,NO,NO
475803,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,ETA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
475853,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,ETA,EMP_000001,,NO,NO,NO,NO,NO
475903,M,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,DELTA,EMP_000001,,NO,NO,NO,NO,NO
475953,M,36 a 45 años,Entre 1.5 y 2 SMLV,SIGMA,IOTA,PI,UPSILON,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
476003,F,36 a 45 años,Entre 3 y 4 SMLV,PI,LAMBDA,PI,UPSILON,EMP_000001,,NO,NO,NO,NO,NO
476053,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,XI,EMP_000001,,NO,NO,NO,NO,NO
476103,F,20 a 35 años,Entre 2 y 2.5 SMLV,PI,RHO,PI,XI,EMP_000002,,NO,NO,NO,NO,NO
476153,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,BETA,EMP_000001,,NO,NO,NO,NO,NO
476203,M,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,UPSILON,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
476253,F,20 a 35 años,Entre 3 y 4 SMLV,PI,LAMBDA,ETA,XI,EMP_000002,,NO,NO,NO,NO,NO
476303,F,36 a 45 años,Entre 2.5 y 3 SMLV,PI,RHO,PI,UPSILON,EMP_000001,FUNZA,NO,NO,NO,NO,NO
476353,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,ETA,EMP_000001,,NO,NO,NO,NO,NO
476403,M,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,IOTA,PI,ETA,EMP_000001,,NO,NO,NO,NO,NO
476453,M,20 a 35 años,Entre 2.5 y 3 SMLV,PI,LAMBDA,ETA,XI,EMP_000002,,NO,NO,NO,NO,NO
476503,M,46 a 55 años,Entre 1 y 1.5 SMLV,SIGMA,IOTA,TAU,DELTA,EMP_000001,GACHANCIPA,NO,NO,NO,NO,NO
476553,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,DELTA,EMP_000001,,NO,NO,NO,NO,NO
476603,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,UPSILON,EMP_000001,,NO,NO,NO,NO,NO
476653,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,XI,EMP_000002,,NO,NO,NO,NO,NO
476703,F,36 a 45 años,Entre 1.5 y 2 SMLV,SIGMA,LAMBDA,ETA,UPSILON,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
476753,F,Mayor de 55 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,KAPPA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
476803,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,UPSILON,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
476853,F,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,UPSILON,EMP_000001,,NO,NO,NO,NO,NO
476903,M,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,ETA,EMP_000001,,NO,NO,NO,NO,NO
476953,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,ETA,EMP_000001,,NO,NO,NO,NO,NO
477003,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,THETA,TAU,XI,EMP_000002,BOGOTA D.C.,NO,NO,NO,NO,NO
477053,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,ETA,EMP_000001,,NO,NO,NO,NO,NO
477103,F,36 a 45 años,Entre 10 y 20 SMLV,ZETA,LAMBDA,PI,XI,EMP_000002,BOGOTA D.C.,NO,NO,NO,NO,NO
477153,F,20 a 35 años,Entre 3 y 4 SMLV,PI,LAMBDA,ETA,UPSILON,EMP_000001,,NO,NO,NO,NO,NO
477203,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,XI,EMP_000001,,NO,NO,NO,NO,NO
477253,M,36 a 45 años,Menor al SMLV,SIGMA,LAMBDA,TAU,ETA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
477303,M,20 a 35 años,Menor al SMLV,SIGMA,LAMBDA,TAU,ETA,EMP_000001,,NO,NO,NO,NO,NO
477353,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,DELTA,EMP_000001,,NO,NO,NO,NO,NO
477403,F,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,CHI,TAU,DELTA,EMP_000001,,NO,NO,NO,NO,NO
477453,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,XI,EMP_000002,,NO,NO,NO,NO,NO
477503,M,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,ETA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
477553,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,ETA,EMP_000001,,NO,NO,NO,NO,NO
477603,F,46 a 55 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,UPSILON,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
477653,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,BETA,EMP_000001,,NO,NO,NO,NO,NO
477703,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,PI,ETA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
477753,M,46 a 55 años,Entre 1 y 1.5 SMLV,SIGMA,EPSILON,PI,ETA,EMP_000001,,NO,NO,NO,NO,NO
477803,F,20 a 35 años,Entre 2.5 y 3 SMLV,PI,LAMBDA,ETA,XI,EMP_000002,GACHETA,NO,NO,NO,NO,NO
477853,F,36 a 45 años,Entre 2 y 2.5 SMLV,PI,LAMBDA,PI,DELTA,EMP_000001,,NO,NO,NO,NO,NO
477903,M,Mayor de 55 años,Entre 20 y 30 SMLV,ZETA,EPSILON,XI,XI,EMP_000002,BOGOTA D.C.,NO,NO,NO,NO,NO
477953,M,20 a 35 años,Entre 1.5 y 2 SMLV,SIGMA,LAMBDA,ETA,UPSILON,EMP_000001,,NO,NO,NO,NO,NO
478003,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,ETA,EMP_000001,,NO,NO,NO,NO,NO
478053,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,UPSILON,EMP_000001,,NO,NO,NO,NO,NO
478103,M,Mayor de 55 años,Menor al SMLV,SIGMA,LAMBDA,TAU,ETA,EMP_000001,,NO,NO,NO,NO,NO
478153,M,46 a 55 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,PI,ETA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
478203,M,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,CHI,TAU,ETA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
478253,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,ETA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
478303,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,XI,EMP_000002,,NO,NO,NO,NO,NO
478353,F,20 a 35 años,Entre 1.5 y 2 SMLV,SIGMA,LAMBDA,ETA,ETA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
478403,F,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,XI,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
478453,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,UPSILON,EMP_000001,,NO,NO,NO,NO,NO
478503,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,UPSILON,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
478553,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,UPSILON,EMP_000001,,NO,NO,NO,NO,NO
478603,F,46 a 55 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,BETA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
478653,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,ETA,EMP_000001,,NO,NO,NO,NO,NO
478703,F,36 a 45 años,Entre 2 y 2.5 SMLV,PI,RHO,PI,UPSILON,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
478753,M,Mayor de 55 años,Entre 10 y 20 SMLV,ZETA,LAMBDA,PI,XI,EMP_000002,,NO,NO,NO,NO,NO
478803,M,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,PI,ETA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
478853,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,XI,EMP_000002,,NO,NO,NO,NO,NO
478903,M,20 a 35 años,Entre 2 y 2.5 SMLV,PI,LAMBDA,ETA,XI,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
478953,M,36 a 45 años,Entre 2 y 2.5 SMLV,PI,RHO,PI,UPSILON,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
479003,F,Mayor de 55 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,PI,ETA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
479053,F,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,UPSILON,EMP_000002,,NO,NO,NO,NO,NO
479103,F,36 a 45 años,Entre 3 y 4 SMLV,PI,LAMBDA,ETA,XI,EMP_000002,,NO,NO,NO,NO,NO
479153,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,OMEGA,EMP_000001,,NO,NO,NO,NO,NO
